CustomerId,Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,BalanceSalary,TenureAge,ScoreAge,tenure_age,tenure_salary,score_age,score_salary,newAge,newCreditScore,AgeScore,BalanceScore,SalaryScore,newEstimatedSalary,score_balance,age_balance,balance_salary,age_hascrcard,product_utilization_rate_by_year,product_utilization_rate_by_salary,countries_monthly_average_salaries,Germany,Spain,Female,Male
15754301,Bruche,704,39,5,0.0,1,1,0,6416.92,0.0,0.128205128,18.05128205,0.227272727,0.00077919,32.0,0.109709954,34,7,5,2,1,534.7433333,0.0,0.0,0.0,0.025641026,0.2,0.000155838,0.144681638,False,False,False,True
15766427,Shaw,565,52,5,97720.35,2,1,0,175070.94,0.558175732,0.096153846,10.86538462,0.142857143,2.86e-05,16.14285714,0.003227263,47,2,8,6,9,14589.245,172.9563717,1879.2375,0.558175732,0.019230769,0.4,1.14e-05,3.077899789,True,False,False,True
15628420,Alekseeva,660,33,2,80462.24,1,0,0,150422.35,0.534908808,0.060606061,20.0,0.125,1.33e-05,41.25,0.004387646,31,6,3,5,8,12535.19583,121.9124848,2438.249697,0.534908808,0.0,0.5,6.65e-06,5.553919288,False,True,False,True
15759436,Aksenov,758,50,2,95813.76,3,1,1,67944.09,1.410185345,0.04,15.16,0.060606061,2.94e-05,22.96969697,0.011156232,48,9,8,5,4,5662.0075,126.4033773,1916.2752,1.410185345,0.02,1.5,4.42e-05,1.531928436,False,False,True,False
15669994,Greece,556,31,1,128663.81,2,1,0,125083.29,1.028625087,0.032258065,17.93548387,0.071428571,7.99e-06,39.71428571,0.004445038,30,2,2,8,7,10423.6075,231.4097302,4150.445484,1.028625087,0.032258065,2.0,1.6e-05,2.199073312,True,False,True,False
15610433,Kwemto,573,35,9,0.0,2,1,0,11743.89,0.0,0.257142857,16.37142857,0.5,0.000766356,31.83333333,0.048791329,26,3,4,4,1,978.6575,0.0,0.0,0.0,0.028571429,0.222222222,0.000170301,0.264788285,False,False,False,True
15646563,Wright,772,35,9,0.0,1,0,1,25448.31,0.0,0.257142857,22.05714286,0.5,0.000353658,42.88888889,0.030336003,26,9,4,3,2,2120.6925,0.0,0.0,0.0,0.0,0.111111111,3.93e-05,0.573780438,False,False,True,False
15746749,Fleming,681,32,3,0.0,2,1,1,59679.9,0.0,0.09375,21.28125,0.2,5.03e-05,45.4,0.011410877,29,7,2,1,3,4973.325,0.0,0.0,0.0,0.03125,0.666666667,3.35e-05,2.203511298,False,True,True,False
15777639,McGregor,595,23,10,101126.66,2,0,0,37042.8,2.729995033,0.434782609,25.86956522,1.666666667,0.000269958,99.16666667,0.016062501,13,3,1,6,2,3086.9,169.9607731,4396.811304,2.729995033,0.0,0.2,5.4e-05,1.367700487,False,True,True,False
15584364,Trentini,652,48,4,59486.31,1,1,0,163944.18,0.362844902,0.083333333,13.58333333,0.129032258,2.44e-05,21.03225806,0.003976963,44,5,7,4,9,13662.015,91.23667178,1239.298125,0.362844902,0.020833333,0.25,6.1e-06,3.69643263,False,False,False,True
15703399,McNeil,756,26,5,101641.14,2,0,1,154460.68,0.658038926,0.192307692,29.07692308,0.555555556,3.24e-05,84.0,0.00489445,21,9,1,6,8,12871.72333,134.4459524,3909.274615,0.658038926,0.0,0.4,1.29e-05,3.482609127,False,False,True,False
15664793,Scott,754,50,7,146777.44,2,0,1,150685.52,0.974064661,0.14,15.08,0.212121212,4.65e-05,22.84848485,0.005003799,43,9,8,9,8,12557.12667,194.6650398,2935.5488,0.974064661,0.0,0.285714286,1.33e-05,5.563636095,False,True,True,False
15698758,Onwuamaegbu,630,31,1,0.0,2,1,1,169802.73,0.0,0.032258065,20.32258065,0.071428571,5.89e-06,45.0,0.003710188,30,5,2,2,9,14150.2275,0.0,0.0,0.0,0.032258065,2.0,1.18e-05,6.269484936,False,True,True,False
15572728,Ross,704,36,8,127397.34,1,1,0,151335.24,0.841822037,0.222222222,19.55555556,0.421052632,5.29e-05,37.05263158,0.004651924,28,7,4,8,8,12611.27,180.9621307,3538.815,0.841822037,0.027777778,0.125,6.61e-06,5.587625166,False,True,False,True
15677550,Folliero,755,38,1,0.0,2,1,0,20734.81,0.0,0.026315789,19.86842105,0.047619048,4.82e-05,35.95238095,0.036412198,37,9,5,3,2,1727.900833,0.0,0.0,0.0,0.026315789,2.0,9.65e-05,0.467505637,False,False,True,False
15649033,Echezonachukwu,603,55,7,127723.25,2,1,0,139469.11,0.915781638,0.127272727,10.96363636,0.184210526,5.02e-05,15.86842105,0.004323538,48,4,8,8,7,11622.42583,211.8130182,2322.240909,0.915781638,0.018181818,0.285714286,1.43e-05,2.451988572,True,False,True,False
15663939,Arnott,523,35,8,138782.76,1,1,1,186118.93,0.745667085,0.228571429,14.94285714,0.444444444,4.3e-05,29.05555556,0.002810031,27,2,4,9,10,15509.91083,265.3590057,3965.221714,0.745667085,0.028571429,0.125,5.37e-06,3.272133087,True,False,False,True
15576602,Lawrence,809,38,3,0.0,2,1,1,80061.31,0.0,0.078947368,21.28947368,0.142857143,3.75e-05,38.52380952,0.010104756,35,10,5,1,4,6671.775833,0.0,0.0,0.0,0.026315789,0.666666667,2.5e-05,1.805134154,False,False,False,True
15801863,Marino,521,32,2,136555.01,2,1,1,129353.21,1.055675464,0.0625,16.28125,0.133333333,1.55e-05,34.73333333,0.004027732,30,1,2,9,7,10779.43417,262.1017466,4267.344063,1.055675464,0.03125,1.0,1.55e-05,2.916513573,False,False,True,False
15691874,Kazakova,687,34,9,125474.44,1,1,0,198929.84,0.630747202,0.264705882,20.20588235,0.529411765,4.52e-05,40.41176471,0.003453479,25,7,3,8,10,16577.48667,182.6411063,3690.424706,0.630747202,0.029411765,0.111111111,5.03e-06,4.485250722,False,False,True,False
15677052,Ko,589,59,2,0.0,2,1,1,126160.24,0.0,0.033898305,9.983050847,0.047619048,1.59e-05,14.02380952,0.004668666,57,3,8,2,7,10513.35333,0.0,0.0,0.0,0.016949153,1.0,1.59e-05,2.844522006,False,False,True,False
15618437,Singleton,567,34,10,0.0,2,0,1,161571.79,0.0,0.294117647,16.67647059,0.588235294,6.19e-05,33.35294118,0.003509276,24,3,3,3,9,13464.31583,0.0,0.0,0.0,0.0,0.2,1.24e-05,5.965580786,False,True,False,True
15786739,Clements,669,37,1,125529.55,1,1,1,162260.93,0.7736277,0.027027027,18.08108108,0.05,6.16e-06,33.45,0.004122989,36,6,4,8,9,13521.74417,187.6375934,3392.690541,0.7736277,0.027027027,1.0,6.16e-06,3.658480565,False,False,False,True
15611669,Nyhan,623,50,7,126608.37,1,0,1,645.61,196.1065814,0.14,12.46,0.212121212,0.010842459,18.87878788,0.964978857,43,4,8,8,1,53.80083333,203.2237079,2532.1674,196.1065814,0.0,0.142857143,0.001548923,0.011350387,True,False,False,True
15721779,Arnold,826,41,5,146466.46,2,0,0,180934.67,0.809499141,0.12195122,20.14634146,0.208333333,2.76e-05,34.41666667,0.004565184,36,10,6,9,10,15077.88917,177.3201695,3572.352683,0.809499141,0.0,0.4,1.11e-05,6.680500295,False,True,False,True
15791030,Edwards,612,33,0,64900.32,2,1,0,102426.12,0.633630562,0.0,18.54545455,0.0,0.0,38.25,0.005975038,33,4,3,4,6,8535.51,106.0462745,1966.676364,0.633630562,0.03030303,2.0,1.95e-05,2.309391234,False,False,True,False
15630551,Forbes,696,33,2,163139.27,1,1,1,7035.36,23.18847507,0.060606061,21.09090909,0.125,0.000284278,43.5,0.098928839,31,7,3,10,1,586.28,234.3955029,4943.614242,23.18847507,0.03030303,0.5,0.000142139,0.158625541,False,False,False,True
15667451,Taylor,733,36,5,0.0,2,1,1,109127.54,0.0,0.138888889,20.36111111,0.263157895,4.58e-05,38.57894737,0.006716911,31,8,4,3,6,9093.961667,0.0,0.0,0.0,0.027777778,0.4,1.83e-05,2.460487464,False,False,False,True
15646817,Chiekwugo,769,51,9,156773.78,2,1,0,40257.79,3.894247051,0.176470588,15.07843137,0.264705882,0.000223559,22.61764706,0.019101893,42,9,8,10,2,3354.815833,203.8670741,3073.995686,3.894247051,0.019607843,0.222222222,4.97e-05,0.907688267,False,False,False,True
15721507,Pagan,713,32,1,117094.02,1,0,0,149558.83,0.7829295,0.03125,22.28125,0.066666667,6.69e-06,47.53333333,0.004767355,31,8,2,7,8,12463.23583,164.227237,3659.188125,0.7829295,0.0,1.0,6.69e-06,3.372087617,False,False,True,False
15761453,Kovalev,667,42,6,0.0,1,1,0,88890.05,0.0,0.142857143,15.88095238,0.24,6.75e-05,26.68,0.007503652,36,6,6,2,5,7407.504167,0.0,0.0,0.0,0.023809524,0.166666667,1.12e-05,2.00419485,False,False,False,True
15785831,Sinclair,591,35,7,183027.25,1,1,1,56028.79,3.266664335,0.2,16.88571429,0.388888889,0.000124936,32.83333333,0.010548149,28,3,4,10,3,4669.065833,309.6907783,5229.35,3.266664335,0.028571429,0.142857143,1.78e-05,1.263275388,False,False,False,True
15628203,Pai,637,38,3,104339.56,1,0,0,119882.86,0.870345936,0.078947368,16.76315789,0.142857143,2.5e-05,30.33333333,0.00531352,35,5,5,6,6,9990.238333,163.7983673,2745.777895,0.870345936,0.0,0.333333333,8.34e-06,2.702986562,False,False,True,False
15703979,Evans,580,39,3,119688.81,1,1,0,137041.26,0.873377916,0.076923077,14.87179487,0.136363636,2.19e-05,26.36363636,0.004232302,36,3,5,7,7,11420.105,206.3600172,3068.943846,0.873377916,0.025641026,0.333333333,7.3e-06,2.409304852,True,False,False,True
15796813,Storey,493,54,3,167831.88,2,1,0,150159.95,1.117687373,0.055555556,9.12962963,0.081081081,2e-05,13.32432432,0.003283166,51,1,8,10,8,12513.32917,340.4297769,3107.997778,1.117687373,0.018518519,0.666666667,1.33e-05,3.385641008,False,False,False,True
15758372,Wallace,674,18,7,0.0,2,1,1,55753.12,0.0,0.388888889,37.44444444,7.0,0.000125554,674.0,0.01208901,11,6,1,1,3,4646.093333,0.0,0.0,0.0,0.055555556,0.285714286,3.59e-05,1.257059885,False,False,False,True
15695932,Yelverton,766,36,5,78381.13,1,0,1,153831.6,0.509525546,0.138888889,21.27777778,0.263157895,3.25e-05,40.31578947,0.004979471,31,9,4,5,8,12819.3,102.325235,2177.253611,0.509525546,0.0,0.2,6.5e-06,5.67979619,False,True,False,True
15765518,Gregson,643,51,2,105229.53,1,1,0,34967.75,3.009330883,0.039215686,12.60784314,0.058823529,5.72e-05,18.91176471,0.018388372,49,5,8,6,2,2913.979167,163.6540124,2063.324118,3.009330883,0.019607843,0.5,2.86e-05,0.788414277,False,False,True,False
15773723,Duncan,588,22,9,67178.19,1,1,1,163534.75,0.410788472,0.409090909,26.72727273,1.8,5.5e-05,117.6,0.003595566,13,3,1,4,9,13627.89583,114.2486224,3053.554091,0.410788472,0.045454545,0.111111111,6.11e-06,6.038057525,False,True,True,False
15592583,Colman,731,47,1,115414.19,3,0,0,191734.67,0.60194742,0.021276596,15.55319149,0.033333333,5.22e-06,24.36666667,0.00381256,46,8,7,7,10,15977.88917,157.8853488,2455.621064,0.60194742,0.0,3.0,1.56e-05,4.323021961,False,False,True,False
15631848,Grover,727,26,9,121508.28,1,1,1,146785.44,0.827795182,0.346153846,27.96153846,1.0,6.13e-05,80.77777778,0.004952807,17,8,1,7,8,12232.12,167.1365612,4673.395385,0.827795182,0.038461538,0.111111111,6.81e-06,3.309556277,False,False,True,False
15791040,Vasilyeva,801,58,1,79954.61,2,1,1,30484.19,2.622822191,0.017241379,13.81034483,0.024390244,3.28e-05,19.53658537,0.026275915,57,10,8,5,2,2540.349167,99.81848939,1378.527759,2.622822191,0.017241379,2.0,6.56e-05,1.125542387,False,True,False,True
15573242,Greene,691,50,6,136953.47,1,1,1,2704.98,50.63012296,0.12,13.82,0.181818182,0.002218131,20.93939394,0.255454754,44,7,8,9,1,225.415,198.1960492,2739.0694,50.63012296,0.02,0.166666667,0.000369689,0.060988907,False,False,False,True
15608956,Su,711,33,1,0.0,1,0,0,41590.4,0.0,0.03030303,21.54545455,0.0625,2.4e-05,44.4375,0.017095291,32,8,3,3,3,3465.866667,0.0,0.0,0.0,0.0,1.0,2.4e-05,0.937734488,False,False,False,True
15589257,Grant,670,35,3,103465.02,2,1,1,174627.06,0.592491336,0.085714286,19.14285714,0.166666667,1.72e-05,37.22222222,0.003836748,32,6,4,6,9,14552.255,154.425403,2956.143429,0.592491336,0.028571429,0.666666667,1.15e-05,3.937298431,False,False,True,False
15584928,Ugochukwutubelum,594,32,4,120074.97,2,1,1,162961.79,0.736828983,0.125,18.5625,0.266666667,2.45e-05,39.6,0.003645026,28,3,2,7,9,13580.14917,202.1464141,3752.342813,0.736828983,0.03125,0.5,1.23e-05,2.865010373,True,False,True,False
15585533,Calabrese,679,36,6,147733.64,1,0,1,172501.38,0.856420047,0.166666667,18.86111111,0.315789474,3.48e-05,35.73684211,0.0039362,30,7,4,9,9,14375.115,217.5753166,4103.712222,0.856420047,0.0,0.166666667,5.8e-06,3.889370942,False,False,False,True
15807433,Zubarev,570,43,9,0.0,2,0,1,11417.26,0.0,0.209302326,13.25581395,0.346153846,0.00078828,21.92307692,0.049924413,34,3,6,3,1,951.4383333,0.0,0.0,0.0,0.0,0.222222222,0.000175173,0.257423791,False,False,True,False
15658432,Freeman,688,40,6,0.0,1,1,1,47886.44,0.0,0.15,17.2,0.260869565,0.000125296,29.91304348,0.014367324,34,7,5,3,3,3990.536667,0.0,0.0,0.0,0.025,0.166666667,2.09e-05,1.079690657,False,False,False,True
15662151,Gould,554,40,4,0.0,1,0,1,168780.04,0.0,0.1,13.85,0.173913043,2.37e-05,24.08695652,0.003282379,36,2,5,1,9,14065.00333,0.0,0.0,0.0,0.0,0.25,5.92e-06,3.80546627,False,False,False,True
15605672,Yuan,694,38,5,195926.39,1,1,1,85522.84,2.29092474,0.131578947,18.26315789,0.238095238,5.85e-05,33.04761905,0.008114791,33,7,5,10,5,7126.903333,282.314683,5155.957632,2.29092474,0.026315789,0.2,1.17e-05,1.928274711,False,False,True,False
15649853,Craig,625,45,3,0.0,1,1,1,184474.15,0.0,0.066666667,13.88888889,0.107142857,1.63e-05,22.32142857,0.003388009,42,4,7,3,10,15372.84583,0.0,0.0,0.0,0.022222222,0.333333333,5.42e-06,4.15931976,False,False,True,False
15603328,Lucchesi,483,27,1,77805.66,1,1,1,2101.89,37.01699899,0.037037037,17.88888889,0.1,0.000475762,48.3,0.229793186,26,1,1,5,1,175.1575,161.088323,2881.691111,37.01699899,0.037037037,1.0,0.000475762,0.047391098,False,False,False,True
15757577,Odili,676,61,8,0.0,2,1,1,118522.73,0.0,0.131147541,11.08196721,0.181818182,6.75e-05,15.36363636,0.005703547,53,6,8,1,6,9876.894167,0.0,0.0,0.0,0.016393443,0.25,1.69e-05,2.67231985,False,False,True,False
15683471,Hansen,691,38,7,0.0,2,0,0,81617.4,0.0,0.184210526,18.18421053,0.333333333,8.58e-05,32.9047619,0.008466332,31,7,5,1,5,6801.45,0.0,0.0,0.0,0.0,0.285714286,2.45e-05,1.840219156,False,False,False,True
15602647,Cunningham,729,39,6,127415.85,1,1,1,184977.2,0.688819217,0.153846154,18.69230769,0.272727273,3.24e-05,33.13636364,0.003941026,33,8,5,8,10,15414.76667,174.7816872,3267.073077,0.688819217,0.025641026,0.166666667,5.41e-06,3.252060478,True,False,False,True
15784161,Hargreaves,583,39,8,102945.01,1,0,0,52861.89,1.947433397,0.205128205,14.94871795,0.363636364,0.000151338,26.5,0.011028739,31,3,5,6,3,4405.1575,176.5780617,2639.615641,1.947433397,0.0,0.125,1.89e-05,0.929358122,True,False,False,True
15693381,Tipton,533,38,1,135289.33,2,0,1,152956.33,0.884496444,0.026315789,14.02631579,0.047619048,6.54e-06,25.38095238,0.003484655,37,2,5,9,8,12746.36083,253.8261351,3560.245526,0.884496444,0.0,2.0,1.31e-05,5.647479324,False,True,False,True
15794560,Maclean,550,57,5,0.0,1,1,1,133501.94,0.0,0.087719298,9.649122807,0.125,3.75e-05,13.75,0.00411979,52,2,8,1,7,11125.16167,0.0,0.0,0.0,0.01754386,0.2,7.49e-06,3.010054563,False,False,False,True
15764335,Caldwell,463,41,8,123151.51,2,1,0,70127.93,1.756097891,0.195121951,11.29268293,0.333333333,0.000114077,19.29166667,0.00660222,33,1,6,8,4,5843.994167,265.9859827,3003.695366,1.756097891,0.024390244,0.25,2.85e-05,1.232910162,True,False,True,False
15722632,Dickson,716,50,2,119655.77,1,1,1,12944.17,9.243989379,0.04,14.32,0.060606061,0.00015451,21.6969697,0.055314477,48,8,8,7,1,1078.680833,167.1169972,2393.1154,9.243989379,0.02,0.5,7.73e-05,0.227569796,True,False,False,True
15595883,Nkemdirim,540,39,4,127278.31,1,1,1,16150.34,7.880843995,0.102564103,13.84615385,0.181818182,0.000247673,24.54545455,0.033435829,35,2,5,8,1,1345.861667,235.7005741,3263.54641,7.880843995,0.025641026,0.25,6.19e-05,0.28393706,True,False,False,True
15767598,Kent,540,28,8,0.0,2,0,0,197588.32,0.0,0.285714286,19.28571429,0.727272727,4.05e-05,49.09090909,0.002732955,20,2,1,3,10,16465.69333,0.0,0.0,0.0,0.0,0.25,1.01e-05,7.29538916,False,True,False,True
15654489,Fomin,843,38,8,134887.53,1,1,1,10804.04,12.48491583,0.210526316,22.18421053,0.380952381,0.000740464,40.14285714,0.078026368,30,10,5,9,1,900.3366667,160.0089324,3549.671842,12.48491583,0.026315789,0.125,9.26e-05,0.243597583,False,False,True,False
15746076,Saunders,506,50,3,0.0,2,1,0,12016.79,0.0,0.06,10.12,0.090909091,0.000249651,15.33333333,0.042107751,47,1,8,2,1,1001.399167,0.0,0.0,0.0,0.02,0.666666667,0.000166434,0.44368594,False,True,False,True
15754068,Judd,578,32,4,0.0,2,1,1,141822.8,0.0,0.125,18.0625,0.266666667,2.82e-05,38.53333333,0.004075508,28,3,2,1,8,11818.56667,0.0,0.0,0.0,0.03125,0.5,1.41e-05,3.197664141,False,False,False,True
15633950,Yen,737,41,1,101960.74,1,1,1,123547.28,0.825277092,0.024390244,17.97560976,0.041666667,8.09e-06,30.70833333,0.005965328,40,9,6,6,7,10295.60667,138.3456445,2486.847317,0.825277092,0.024390244,1.0,8.09e-06,2.785607864,False,False,False,True
15599289,Yeh,724,37,10,68598.56,1,1,0,157862.82,0.434545386,0.27027027,19.56756757,0.5,6.33e-05,36.2,0.00458626,27,8,4,4,8,13155.235,94.74939227,1854.015135,0.434545386,0.027027027,0.1,6.33e-06,3.559316829,False,False,True,False
15616709,Bunton,587,38,0,132122.42,2,0,0,31730.32,4.163917036,0.0,15.44736842,0.0,0.0,27.95238095,0.018499656,38,3,5,8,2,2644.193333,225.0807836,3476.905789,4.163917036,0.0,2.0,6.3e-05,0.557846695,True,False,True,False
15600879,Parsons,554,36,3,157780.93,2,1,0,6089.13,25.91190039,0.083333333,15.38888889,0.157894737,0.000492681,29.15789474,0.090981799,33,2,4,10,1,507.4275,284.8031227,4382.803611,25.91190039,0.027777778,0.666666667,0.000328454,0.107052215,True,False,True,False
15623989,Griffin,435,54,3,0.0,1,1,0,156910.46,0.0,0.055555556,8.055555556,0.081081081,1.91e-05,11.75675676,0.002772282,51,1,8,4,8,13075.87167,0.0,0.0,0.0,0.018518519,0.333333333,6.37e-06,3.537844066,False,False,False,True
15729718,Stelzer,610,41,6,0.0,3,0,0,56118.81,0.0,0.146341463,14.87804878,0.25,0.000106916,25.41666667,0.010869796,35,4,6,3,3,4676.5675,0.0,0.0,0.0,0.0,0.5,5.35e-05,1.26530506,False,False,False,True
15569266,Rahman,644,28,7,155060.41,1,1,0,29179.52,5.314015104,0.25,23.0,0.636363636,0.000239894,58.54545455,0.022070274,21,5,1,10,2,2431.626667,240.7770342,5537.871786,5.314015104,0.035714286,0.142857143,3.43e-05,0.657907648,False,False,False,True
15608114,Manfrin,587,62,7,121286.27,1,0,1,6776.92,17.89696057,0.112903226,9.467741935,0.155555556,0.001032918,13.04444444,0.086617519,55,3,8,7,1,564.7433333,206.6205622,1956.230161,17.89696057,0.0,0.142857143,0.00014756,0.250218579,False,True,False,True
15774104,Chukwualuka,539,39,2,0.0,2,1,1,48189.94,0.0,0.051282051,13.82051282,0.090909091,4.15e-05,24.5,0.011184907,37,2,5,2,3,4015.828333,0.0,0.0,0.0,0.025641026,1.0,4.15e-05,1.779277064,False,True,False,True
15798975,Doherty,606,48,4,132403.56,1,0,0,36091.91,3.668510755,0.083333333,12.625,0.129032258,0.000110828,19.5483871,0.016790466,44,4,7,8,2,3007.659167,218.4877228,2758.4075,3.668510755,0.0,0.25,2.77e-05,0.63452725,True,False,False,True
15623828,Akobundu,682,30,4,0.0,1,0,1,161465.31,0.0,0.133333333,22.73333333,0.307692308,2.48e-05,52.46153846,0.004223817,26,7,2,1,9,13455.4425,0.0,0.0,0.0,0.0,0.25,6.19e-06,3.640541802,False,False,False,True
15695148,Ibeabuchi,614,37,9,0.0,2,1,1,62023.1,0.0,0.243243243,16.59459459,0.45,0.000145107,30.7,0.009899537,28,4,4,3,4,5168.591667,0.0,0.0,0.0,0.027027027,0.222222222,3.22e-05,2.290027322,False,True,True,False
15801431,Rowe,682,48,9,101198.01,1,1,1,49732.9,2.034830263,0.1875,14.20833333,0.290322581,0.000180967,22.0,0.013713256,39,7,7,6,3,4144.408333,148.3841789,2108.291875,2.034830263,0.020833333,0.111111111,2.01e-05,1.836246492,False,True,True,False
15679429,Bell,694,32,0,91956.49,1,1,1,59961.81,1.533584293,0.0,21.6875,0.0,0.0,46.26666667,0.011574034,32,7,2,5,3,4996.8175,132.502147,2873.640313,1.533584293,0.03125,1.0,1.67e-05,1.351952787,False,False,False,True
15603170,Kang,654,32,9,121455.65,1,1,0,190068.53,0.639009782,0.28125,20.4375,0.6,4.74e-05,43.6,0.003440864,23,6,2,7,10,15839.04417,185.7120031,3795.489063,0.639009782,0.03125,0.111111111,5.26e-06,4.285455673,False,False,False,True
15793070,Fiorentino,494,41,2,69974.66,2,1,0,188426.13,0.371363887,0.048780488,12.04878049,0.083333333,1.06e-05,20.58333333,0.002621717,39,1,6,4,10,15702.1775,141.6491093,1706.699024,0.371363887,0.024390244,1.0,1.06e-05,6.957101241,False,True,True,False
15595221,Trevisano,850,33,7,134678.13,1,1,0,113177.95,1.189967922,0.212121212,25.75757576,0.4375,6.18e-05,53.125,0.007510297,26,10,3,9,6,9431.495833,158.4448588,4081.155455,1.189967922,0.03030303,0.142857143,8.84e-06,1.989767053,True,False,True,False
15593178,Graham,568,36,10,153610.61,1,1,1,54083.8,2.840233305,0.277777778,15.77777778,0.526315789,0.000184898,29.89473684,0.010502221,26,3,4,10,3,4506.983333,270.4412148,4266.961389,2.840233305,0.027777778,0.1,1.85e-05,1.996891153,False,True,True,False
15741181,Ndubuagha,721,41,6,135071.12,1,1,1,64477.25,2.094864778,0.146341463,17.58536585,0.25,9.31e-05,30.04166667,0.011182239,35,8,6,9,4,5373.104167,187.3385853,3294.417561,2.094864778,0.024390244,0.166666667,1.55e-05,1.45376195,False,False,False,True
15705890,Nebechukwu,674,45,7,142072.02,1,1,0,37013.29,3.838405611,0.155555556,14.97777778,0.25,0.000189121,24.07142857,0.018209675,38,6,7,9,2,3084.440833,210.7893472,3157.156,3.838405611,0.022222222,0.142857143,2.7e-05,0.834534858,False,False,False,True
15715622,To Rot,583,57,3,238387.56,1,0,1,147964.99,1.611107871,0.052631579,10.22807018,0.075,2.03e-05,14.575,0.003940121,54,3,8,10,8,12330.41583,408.8980446,4182.237895,1.611107871,0.0,0.333333333,6.76e-06,3.33615147,False,False,True,False
15814465,Ch'in,612,24,1,182705.05,1,1,1,171837.06,1.063245903,0.041666667,25.5,0.142857143,5.82e-06,87.42857143,0.003561513,23,4,1,10,9,14319.755,298.5376634,7612.710417,1.063245903,0.041666667,1.0,5.82e-06,3.874392587,False,False,False,True
15664083,Ulyanova,666,37,2,158468.76,1,0,1,93266.01,1.699105172,0.054054054,18.0,0.1,2.14e-05,33.3,0.007140865,35,6,4,10,5,7772.1675,237.9410811,4282.939459,1.699105172,0.0,0.5,1.07e-05,1.639697785,True,False,True,False
15788494,Alekseeva,555,31,8,145875.74,1,1,0,137491.23,1.060982144,0.258064516,17.90322581,0.571428571,5.82e-05,39.64285714,0.004036621,23,2,2,9,7,11457.6025,262.8391712,4705.669032,1.060982144,0.032258065,0.125,7.27e-06,3.100000676,False,False,False,True
15584899,Siciliani,617,35,5,0.0,2,0,1,13066.3,0.0,0.142857143,17.62857143,0.277777778,0.000382664,34.27777778,0.047220713,30,4,4,3,1,1088.858333,0.0,0.0,0.0,0.0,0.4,0.000153066,0.294604527,False,False,True,False
